
 Association for Target, Query With Target ID: ENSG00000197386 

Target ID: ENSG00000197386 	 Disease ID: EFO_0009386 	 Association_score Overall: 1.0
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019142 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79224 	 Association_score Overall: 0.19308000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79191 	 Association_score Overall: 0.19308000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_46 	 Association_score Overall: 0.19308000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0037829 	 Association_score Overall: 0.19308000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1460 	 Association_score Overall: 0.19274000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254886 	 Association_score Overall: 0.19222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254807 	 Association_score Overall: 0.19222
Target ID: ENSG00000197386 	 Disease ID: EFO_0002509 	 Association_score Overall: 0.19222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_320411 	 Association_score Overall: 0.19147999999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_320346 	 Association_score Overall: 0.19147999999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_320335 	 Association_score Overall: 0.19147999999999998
Target ID: ENSG00000197386 	 Disease ID: EFO_0000684 	 Association_score Overall: 0.19039
Target ID: ENSG00000197386 	 Disease ID: Orphanet_33069 	 Association_score Overall: 0.18968000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_139406 	 Association_score Overall: 0.18902000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_487 	 Association_score Overall: 0.1889
Target ID: ENSG00000197386 	 Disease ID: EFO_0010738 	 Association_score Overall: 0.18844000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98757 	 Association_score Overall: 0.188238033446712
Target ID: ENSG00000197386 	 Disease ID: EFO_0001356 	 Association_score Overall: 0.18764138888888887
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014464 	 Association_score Overall: 0.18738
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280288 	 Association_score Overall: 0.18724000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0004342 	 Association_score Overall: 0.1866731494665146
Target ID: ENSG00000197386 	 Disease ID: Orphanet_371157 	 Association_score Overall: 0.1865
Target ID: ENSG00000197386 	 Disease ID: Orphanet_324422 	 Association_score Overall: 0.1865
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309347 	 Association_score Overall: 0.1865
Target ID: ENSG00000197386 	 Disease ID: MONDO_0045010 	 Association_score Overall: 0.1865
Target ID: ENSG00000197386 	 Disease ID: EFO_0005545 	 Association_score Overall: 0.1865
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217595 	 Association_score Overall: 0.18568
Target ID: ENSG00000197386 	 Disease ID: Orphanet_330206 	 Association_score Overall: 0.18478000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015161 	 Association_score Overall: 0.18478000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206644 	 Association_score Overall: 0.1847388888888889
Target ID: ENSG00000197386 	 Disease ID: Orphanet_238455 	 Association_score Overall: 0.18428
Target ID: ENSG00000197386 	 Disease ID: Orphanet_210571 	 Association_score Overall: 0.18428
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000478 	 Association_score Overall: 0.18428
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79651 	 Association_score Overall: 0.18416
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044304 	 Association_score Overall: 0.18416
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019751 	 Association_score Overall: 0.18416000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0005755 	 Association_score Overall: 0.18416000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0009645 	 Association_score Overall: 0.18412
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98756 	 Association_score Overall: 0.18394
Target ID: ENSG00000197386 	 Disease ID: MONDO_0007182 	 Association_score Overall: 0.18394
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280293 	 Association_score Overall: 0.18356000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0054817 	 Association_score Overall: 0.18356000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2375 	 Association_score Overall: 0.18354
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98733 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79373 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_404574 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_392 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_228184 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183570 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1342 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1340 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101934 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0007263 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1001502 	 Association_score Overall: 0.18308000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032888 	 Association_score Overall: 0.18300000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_285657 	 Association_score Overall: 0.18258000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217382 	 Association_score Overall: 0.18258000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_369840 	 Association_score Overall: 0.1812
Target ID: ENSG00000197386 	 Disease ID: Orphanet_263 	 Association_score Overall: 0.1812
Target ID: ENSG00000197386 	 Disease ID: Orphanet_102015 	 Association_score Overall: 0.1812
Target ID: ENSG00000197386 	 Disease ID: MONDO_0030017 	 Association_score Overall: 0.18118
Target ID: ENSG00000197386 	 Disease ID: EFO_1000643 	 Association_score Overall: 0.18114
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99718 	 Association_score Overall: 0.18106
Target ID: ENSG00000197386 	 Disease ID: Orphanet_51 	 Association_score Overall: 0.18096
Target ID: ENSG00000197386 	 Disease ID: Orphanet_169361 	 Association_score Overall: 0.18096
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018782 	 Association_score Overall: 0.18096
Target ID: ENSG00000197386 	 Disease ID: Orphanet_308407 	 Association_score Overall: 0.18094
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2066 	 Association_score Overall: 0.18094
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000698 	 Association_score Overall: 0.18094
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014732 	 Association_score Overall: 0.18074
Target ID: ENSG00000197386 	 Disease ID: MONDO_0060720 	 Association_score Overall: 0.18062
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044306 	 Association_score Overall: 0.18028
Target ID: ENSG00000197386 	 Disease ID: OTAR_0000009 	 Association_score Overall: 0.17846709528547172
Target ID: ENSG00000197386 	 Disease ID: EFO_0008546 	 Association_score Overall: 0.16309388540685177
Target ID: ENSG00000197386 	 Disease ID: EFO_0004703 	 Association_score Overall: 0.1365392953157425
Target ID: ENSG00000197386 	 Disease ID: EFO_0000719 	 Association_score Overall: 0.1365392953157425
Target ID: ENSG00000197386 	 Disease ID: EFO_0000246 	 Association_score Overall: 0.1365392953157425
Target ID: ENSG00000197386 	 Disease ID: EFO_0005671 	 Association_score Overall: 0.10985990351169472
Target ID: ENSG00000197386 	 Disease ID: EFO_0006525 	 Association_score Overall: 0.10743710478871232
Target ID: ENSG00000197386 	 Disease ID: EFO_0005670 	 Association_score Overall: 0.07286074385046959
Target ID: ENSG00000197386 	 Disease ID: HP_0002011 	 Association_score Overall: 0.07120761062572886
Target ID: ENSG00000197386 	 Disease ID: HP_0007367 	 Association_score Overall: 0.07120752290162145
Target ID: ENSG00000197386 	 Disease ID: HP_0002180 	 Association_score Overall: 0.07120429414382681
Target ID: ENSG00000197386 	 Disease ID: EFO_0000546 	 Association_score Overall: 0.06148585922757869
Target ID: ENSG00000197386 	 Disease ID: HP_0001626 	 Association_score Overall: 0.05639480156339725
Target ID: ENSG00000197386 	 Disease ID: HP_0031273 	 Association_score Overall: 0.05634710387945503
Target ID: ENSG00000197386 	 Disease ID: HP_0011025 	 Association_score Overall: 0.05634710387945503
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021179 	 Association_score Overall: 0.05596869571052754
Target ID: ENSG00000197386 	 Disease ID: EFO_1001875 	 Association_score Overall: 0.05596869571052754
Target ID: ENSG00000197386 	 Disease ID: EFO_1000639 	 Association_score Overall: 0.05596869571052754
Target ID: ENSG00000197386 	 Disease ID: EFO_0008354 	 Association_score Overall: 0.05398453027009964
Target ID: ENSG00000197386 	 Disease ID: MONDO_0045024 	 Association_score Overall: 0.05001579114147957
Target ID: ENSG00000197386 	 Disease ID: MONDO_0023370 	 Association_score Overall: 0.05001579114147957
Target ID: ENSG00000197386 	 Disease ID: EFO_0000616 	 Association_score Overall: 0.05001579114147957
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021248 	 Association_score Overall: 0.04872390612287854
Target ID: ENSG00000197386 	 Disease ID: EFO_1000158 	 Association_score Overall: 0.04822211372161289
Target ID: ENSG00000197386 	 Disease ID: EFO_0003833 	 Association_score Overall: 0.04822211372161289
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021193 	 Association_score Overall: 0.04817835040004002
Target ID: ENSG00000197386 	 Disease ID: EFO_0006788 	 Association_score Overall: 0.048175
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016708 	 Association_score Overall: 0.04814616813452148
Target ID: ENSG00000197386 	 Disease ID: EFO_1000393 	 Association_score Overall: 0.04814616813452148
Target ID: ENSG00000197386 	 Disease ID: EFO_0005784 	 Association_score Overall: 0.04814616813452148
Target ID: ENSG00000197386 	 Disease ID: EFO_0005235 	 Association_score Overall: 0.04814616813452148
Target ID: ENSG00000197386 	 Disease ID: EFO_0000621 	 Association_score Overall: 0.04814616813452148
Target ID: ENSG00000197386 	 Disease ID: HP_0001939 	 Association_score Overall: 0.04643353690560299
Target ID: ENSG00000197386 	 Disease ID: HP_0025354 	 Association_score Overall: 0.04640359835116079
Target ID: ENSG00000197386 	 Disease ID: HP_0012103 	 Association_score Overall: 0.04640359835116079
Target ID: ENSG00000197386 	 Disease ID: HP_0011017 	 Association_score Overall: 0.04640359835116079
Target ID: ENSG00000197386 	 Disease ID: HP_0003287 	 Association_score Overall: 0.04640359835116079
Target ID: ENSG00000197386 	 Disease ID: EFO_0005595 	 Association_score Overall: 0.04563701601855972
Target ID: ENSG00000197386 	 Disease ID: EFO_0000249 	 Association_score Overall: 0.04483231227192562
Target ID: ENSG00000197386 	 Disease ID: EFO_0000311 	 Association_score Overall: 0.04354737485680519
Target ID: ENSG00000197386 	 Disease ID: NCIT_C74532 	 Association_score Overall: 0.038160428253029385
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001721 	 Association_score Overall: 0.03716464271450851
Target ID: ENSG00000197386 	 Disease ID: EFO_0009689 	 Association_score Overall: 0.03716464271450851
Target ID: ENSG00000197386 	 Disease ID: EFO_0010642 	 Association_score Overall: 0.0364
Target ID: ENSG00000197386 	 Disease ID: EFO_0009605 	 Association_score Overall: 0.034883584404132036
Target ID: ENSG00000197386 	 Disease ID: EFO_0003769 	 Association_score Overall: 0.03462402884857648
Target ID: ENSG00000197386 	 Disease ID: HP_0000708 	 Association_score Overall: 0.03423717966701101
Target ID: ENSG00000197386 	 Disease ID: EFO_1001901 	 Association_score Overall: 0.034154222222222225
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183426 	 Association_score Overall: 0.03402213995968759
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019268 	 Association_score Overall: 0.03402213995968759
Target ID: ENSG00000197386 	 Disease ID: Orphanet_281241 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_281238 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_281217 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_281085 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2671 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183435 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: Orphanet_102011 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019269 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018491 	 Association_score Overall: 0.0338937448979592
Target ID: ENSG00000197386 	 Disease ID: EFO_0006858 	 Association_score Overall: 0.033410367213134
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001933 	 Association_score Overall: 0.032369911564625854
Target ID: ENSG00000197386 	 Disease ID: EFO_0004152 	 Association_score Overall: 0.032304321108841974
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044993 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021237 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021072 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002366 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001406 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_1000453 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0009532 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0005539 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0003850 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0000239 	 Association_score Overall: 0.032135444444444446
Target ID: ENSG00000197386 	 Disease ID: HP_0011442 	 Association_score Overall: 0.031650000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2185 	 Association_score Overall: 0.0316
Target ID: ENSG00000197386 	 Disease ID: EFO_0005803 	 Association_score Overall: 0.03110002884857647
Target ID: ENSG00000197386 	 Disease ID: EFO_0009406 	 Association_score Overall: 0.030954888888888893
Target ID: ENSG00000197386 	 Disease ID: EFO_0000400 	 Association_score Overall: 0.030954888888888893
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044881 	 Association_score Overall: 0.030632226757369613
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002334 	 Association_score Overall: 0.030632226757369613
Target ID: ENSG00000197386 	 Disease ID: EFO_0001642 	 Association_score Overall: 0.030632226757369613
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021581 	 Association_score Overall: 0.030483743764172334
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002176 	 Association_score Overall: 0.03040211111111111
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000637 	 Association_score Overall: 0.03040211111111111
Target ID: ENSG00000197386 	 Disease ID: EFO_0002427 	 Association_score Overall: 0.03030211111111111
Target ID: ENSG00000197386 	 Disease ID: Orphanet_68336 	 Association_score Overall: 0.02994678231292517
Target ID: ENSG00000197386 	 Disease ID: MONDO_0005374 	 Association_score Overall: 0.02980211111111111
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003225 	 Association_score Overall: 0.02980211111111111
Target ID: ENSG00000197386 	 Disease ID: EFO_0000565 	 Association_score Overall: 0.02980211111111111
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021350 	 Association_score Overall: 0.02961044444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0003820 	 Association_score Overall: 0.029401111111111114
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003274 	 Association_score Overall: 0.02932155555555556
Target ID: ENSG00000197386 	 Disease ID: EFO_0009483 	 Association_score Overall: 0.02932155555555556
Target ID: ENSG00000197386 	 Disease ID: EFO_0003869 	 Association_score Overall: 0.02932155555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_322126 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021138 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015756 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002129 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000621 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: EFO_0002428 	 Association_score Overall: 0.029290000000000004
Target ID: ENSG00000197386 	 Disease ID: HP_0004323 	 Association_score Overall: 0.02923760348357905
Target ID: ENSG00000197386 	 Disease ID: HP_0001507 	 Association_score Overall: 0.02923760348357905
Target ID: ENSG00000197386 	 Disease ID: EFO_1002003 	 Association_score Overall: 0.029194444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0007254 	 Association_score Overall: 0.02890555555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004938 	 Association_score Overall: 0.028644444444444445
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002494 	 Association_score Overall: 0.028644444444444445
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004643 	 Association_score Overall: 0.02863055555555556
Target ID: ENSG00000197386 	 Disease ID: HP_0004325 	 Association_score Overall: 0.028041011967750065
Target ID: ENSG00000197386 	 Disease ID: HP_0001824 	 Association_score Overall: 0.028041011967750065
Target ID: ENSG00000197386 	 Disease ID: EFO_0009426 	 Association_score Overall: 0.027600000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0009433 	 Association_score Overall: 0.027400000000000004
Target ID: ENSG00000197386 	 Disease ID: EFO_0003818 	 Association_score Overall: 0.027400000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_376724 	 Association_score Overall: 0.026800000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_256 	 Association_score Overall: 0.026800000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156159 	 Association_score Overall: 0.026800000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100016 	 Association_score Overall: 0.026800000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000476 	 Association_score Overall: 0.026800000000000004
Target ID: ENSG00000197386 	 Disease ID: HP_0002063 	 Association_score Overall: 0.02545555555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024355 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000314 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: HP_0000078 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: HP_0000029 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_1001991 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_1001272 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0007343 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0007342 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0003106 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0000771 	 Association_score Overall: 0.024800000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0022410 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002123 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: HP_0011804 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: HP_0003808 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: HP_0003011 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: HP_0001276 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: HP_0001257 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: EFO_1000652 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: EFO_0000278 	 Association_score Overall: 0.0244
Target ID: ENSG00000197386 	 Disease ID: EFO_0009427 	 Association_score Overall: 0.024019444444444444
Target ID: ENSG00000197386 	 Disease ID: EFO_0000556 	 Association_score Overall: 0.023244444444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0008549 	 Association_score Overall: 0.022255555555555556
Target ID: ENSG00000197386 	 Disease ID: EFO_0003860 	 Association_score Overall: 0.022255555555555556
Target ID: ENSG00000197386 	 Disease ID: EFO_1002049 	 Association_score Overall: 0.02178888888888889
Target ID: ENSG00000197386 	 Disease ID: HP_0012443 	 Association_score Overall: 0.02150761721313399
Target ID: ENSG00000197386 	 Disease ID: HP_0012444 	 Association_score Overall: 0.021457297768689546
Target ID: ENSG00000197386 	 Disease ID: HP_0001268 	 Association_score Overall: 0.021160564892049413
Target ID: ENSG00000197386 	 Disease ID: HP_0002344 	 Association_score Overall: 0.020623227195683907
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002462 	 Association_score Overall: 0.0205
Target ID: ENSG00000197386 	 Disease ID: EFO_1002050 	 Association_score Overall: 0.0205
Target ID: ENSG00000197386 	 Disease ID: MP_0001845 	 Association_score Overall: 0.020132664132044002
Target ID: ENSG00000197386 	 Disease ID: HP_0002715 	 Association_score Overall: 0.020132664132044002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024503 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018520 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000386 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: EFO_1000045 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: EFO_0007331 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: EFO_0002422 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: EFO_0000549 	 Association_score Overall: 0.0184
Target ID: ENSG00000197386 	 Disease ID: EFO_0005245 	 Association_score Overall: 0.017705555555555558
Target ID: ENSG00000197386 	 Disease ID: EFO_0003884 	 Association_score Overall: 0.0176
Target ID: ENSG00000197386 	 Disease ID: HP_0100022 	 Association_score Overall: 0.017133333333333334
Target ID: ENSG00000197386 	 Disease ID: EFO_0000691 	 Association_score Overall: 0.01704444444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0000313 	 Association_score Overall: 0.01695358440413202
Target ID: ENSG00000197386 	 Disease ID: Orphanet_399685 	 Association_score Overall: 0.016617584404132028
Target ID: ENSG00000197386 	 Disease ID: Orphanet_481 	 Association_score Overall: 0.016513584404132028
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206707 	 Association_score Overall: 0.016513584404132028
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206701 	 Association_score Overall: 0.016513584404132028
Target ID: ENSG00000197386 	 Disease ID: EFO_0004226 	 Association_score Overall: 0.015844444444444446
Target ID: ENSG00000197386 	 Disease ID: Orphanet_94149 	 Association_score Overall: 0.015240555555555558
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101 	 Association_score Overall: 0.015240555555555558
Target ID: ENSG00000197386 	 Disease ID: EFO_0007392 	 Association_score Overall: 0.015205555555555555
Target ID: ENSG00000197386 	 Disease ID: EFO_0000326 	 Association_score Overall: 0.015205555555555555
Target ID: ENSG00000197386 	 Disease ID: EFO_0009518 	 Association_score Overall: 0.015100000000000002
Target ID: ENSG00000197386 	 Disease ID: HP_0011014 	 Association_score Overall: 0.015
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206970 	 Association_score Overall: 0.014805555555555556
Target ID: ENSG00000197386 	 Disease ID: EFO_0006792 	 Association_score Overall: 0.014805555555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024276 	 Association_score Overall: 0.014555555555555558
Target ID: ENSG00000197386 	 Disease ID: HP_0002171 	 Association_score Overall: 0.014555555555555558
Target ID: ENSG00000197386 	 Disease ID: EFO_0001360 	 Association_score Overall: 0.014555555555555558
Target ID: ENSG00000197386 	 Disease ID: EFO_0000228 	 Association_score Overall: 0.014555555555555558
Target ID: ENSG00000197386 	 Disease ID: EFO_0005809 	 Association_score Overall: 0.0144
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020665 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016680 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015917 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0005543 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0000519 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0000272 	 Association_score Overall: 0.014244444444444445
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206647 	 Association_score Overall: 0.014155555555555557
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044334 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024637 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002616 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1001968 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000541 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000255 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0002087 	 Association_score Overall: 0.014000000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98558 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_95495 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_95494 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_467 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_400011 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_400008 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_399839 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_3157 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_181390 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_178025 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137905 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018397 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017120 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: HP_0004324 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: EFO_0001380 	 Association_score Overall: 0.0138
Target ID: ENSG00000197386 	 Disease ID: EFO_0003863 	 Association_score Overall: 0.013755555555555557
